id,door buster,in stock,is online,launch date,has image,status code,status
11465,1,1,1,10/5/2015,1,3,Active
11466,1,1,0,10/14/2015,1,2,In Porgress
11467,0,0,0,12/26/2015,0,1,Not Started
11468,1,0,0,11/5/2015,1,2,In Porgress
11469,0,0,1,11/7/2015,1,2,In Porgress
11470,1,1,0,10/6/2015,0,3,Active
11471,1,1,0,11/7/2015,1,1,Not Started
11472,1,1,0,11/30/2015,1,1,Not Started
11473,0,0,0,10/29/2015,1,2,In Porgress
11474,0,0,0,12/23/2015,0,2,In Porgress
11475,0,1,1,10/24/2015,0,3,Active
11476,1,1,0,10/11/2015,0,3,Active
11477,0,0,0,12/16/2015,1,3,Active
11478,0,1,1,10/13/2015,0,1,Not Started
11479,1,1,1,10/15/2015,0,1,Not Started
11480,0,0,0,10/2/2015,1,1,Not Started
11481,1,0,0,11/17/2015,1,3,Active
11482,1,1,0,12/17/2015,1,1,Not Started
11483,0,1,1,10/8/2015,0,3,Active
11484,1,1,0,11/7/2015,1,2,In Porgress
11485,0,1,1,11/13/2015,0,2,In Porgress
11486,1,1,1,11/4/2015,0,1,Not Started
11487,1,1,1,11/9/2015,0,2,In Porgress
11488,0,1,0,12/18/2015,0,1,Not Started
11489,0,0,0,10/19/2015,0,3,Active
11490,1,1,0,10/17/2015,1,3,Active
11491,0,1,1,10/27/2015,1,1,Not Started
11492,0,1,0,10/23/2015,1,2,In Porgress
11493,1,0,1,12/15/2015,1,2,In Porgress
11494,1,1,0,11/3/2015,0,2,In Porgress
11495,1,1,1,12/26/2015,1,2,In Porgress
11496,1,1,1,12/5/2015,0,3,Active
11497,1,1,0,11/30/2015,1,1,Not Started
11498,1,0,0,10/18/2015,1,2,In Porgress
11499,1,1,1,12/13/2015,1,2,In Porgress
11500,0,0,0,11/27/2015,0,3,Active
11501,1,0,1,11/29/2015,1,3,Active
11502,1,0,0,12/7/2015,0,1,Not Started
11503,1,1,1,10/15/2015,1,3,Active
11504,0,1,1,11/8/2015,0,2,In Porgress
11505,0,1,1,10/27/2015,1,3,Active
11506,0,0,0,10/8/2015,1,2,In Porgress
11507,0,0,0,10/9/2015,0,1,Not Started
11508,1,0,0,10/28/2015,0,2,In Porgress
11509,1,0,0,10/19/2015,0,3,Active
11510,0,1,1,12/11/2015,0,1,Not Started
11511,1,1,0,11/29/2015,0,2,In Porgress
11512,1,1,0,10/5/2015,1,2,In Porgress
11513,0,1,1,10/27/2015,0,2,In Porgress
11514,1,0,0,10/20/2015,0,3,Active
11515,1,1,1,12/10/2015,1,3,Active
11516,1,0,1,12/21/2015,1,3,Active
11517,1,1,1,10/7/2015,1,3,Active
11518,1,0,0,12/19/2015,0,2,In Porgress
11519,1,1,0,11/1/2015,0,2,In Porgress
11520,0,0,0,12/5/2015,0,1,Not Started
11521,1,0,0,10/19/2015,1,3,Active
11522,1,0,1,11/16/2015,0,2,In Porgress
11523,1,0,1,11/30/2015,0,1,Not Started
11524,1,0,1,10/18/2015,0,1,Not Started
11525,0,1,0,12/18/2015,1,2,In Porgress
11526,1,1,1,10/5/2015,0,3,Active
11527,0,0,1,10/26/2015,0,1,Not Started
11528,1,0,1,10/9/2015,1,3,Active
11529,0,0,0,11/30/2015,0,1,Not Started
11530,0,0,0,11/7/2015,1,3,Active
11531,1,1,0,10/22/2015,0,3,Active
11532,1,1,0,12/9/2015,0,3,Active
11533,1,0,0,12/19/2015,1,1,Not Started
11534,1,1,0,10/22/2015,0,3,Active
11535,0,0,1,12/13/2015,1,2,In Porgress
11536,0,0,0,10/29/2015,1,2,In Porgress
11537,1,1,0,12/1/2015,0,2,In Porgress
11538,1,0,0,11/27/2015,0,2,In Porgress
11539,1,1,0,11/30/2015,1,1,Not Started
11540,1,0,1,11/28/2015,1,1,Not Started
11541,1,1,1,10/1/2015,1,3,Active
11542,1,0,0,10/7/2015,1,3,Active
11543,0,1,1,11/10/2015,0,3,Active
11544,1,1,0,11/10/2015,1,3,Active
11545,0,1,0,10/31/2015,1,1,Not Started
11546,0,0,0,12/1/2015,1,3,Active
11547,0,0,1,12/14/2015,0,1,Not Started
11548,0,1,1,11/14/2015,0,1,Not Started
11549,1,0,1,10/10/2015,1,3,Active
11550,1,1,0,11/28/2015,1,1,Not Started
11551,1,0,0,11/6/2015,1,1,Not Started
11552,1,0,1,11/22/2015,0,1,Not Started
11553,0,1,1,10/28/2015,1,3,Active
11554,0,0,1,10/23/2015,1,3,Active
11555,0,0,1,10/15/2015,0,1,Not Started
11556,0,1,1,12/13/2015,1,3,Active
11557,1,0,0,12/2/2015,0,3,Active
11558,1,0,0,12/30/2015,0,1,Not Started
11559,1,1,1,10/17/2015,1,1,Not Started
11560,1,1,1,12/17/2015,0,3,Active
11561,0,0,0,11/11/2015,1,1,Not Started
11562,1,1,0,12/26/2015,0,2,In Porgress
11563,0,0,1,10/3/2015,1,2,In Porgress
11564,0,0,1,10/29/2015,0,3,Active
11565,0,1,0,12/13/2015,0,3,Active
11566,1,0,0,12/30/2015,0,1,Not Started
11567,0,0,0,11/30/2015,0,3,Active
11568,0,1,1,11/15/2015,1,3,Active
11569,0,1,1,12/8/2015,0,2,In Porgress
11570,1,1,1,10/16/2015,1,1,Not Started
11571,0,1,0,10/7/2015,1,2,In Porgress
11572,1,0,0,10/27/2015,0,1,Not Started
11573,0,0,1,11/14/2015,0,1,Not Started
11574,1,1,1,12/16/2015,1,1,Not Started
11575,1,0,1,12/21/2015,0,1,Not Started
11576,1,0,0,12/20/2015,1,2,In Porgress
11577,1,1,0,12/20/2015,1,1,Not Started
11578,0,1,1,11/6/2015,0,2,In Porgress
11579,1,0,1,12/9/2015,1,3,Active
11580,1,0,1,11/26/2015,1,2,In Porgress
11581,0,0,1,11/2/2015,0,2,In Porgress
11582,1,1,0,10/6/2015,1,2,In Porgress
11583,0,0,0,11/19/2015,0,2,In Porgress
11584,1,1,1,10/15/2015,0,1,Not Started
11585,0,0,0,12/23/2015,1,3,Active
11586,1,0,0,11/23/2015,1,1,Not Started
11587,1,0,0,12/21/2015,1,1,Not Started
11588,1,0,1,12/21/2015,0,3,Active
11589,1,1,1,12/11/2015,1,2,In Porgress
11590,0,0,1,11/20/2015,1,2,In Porgress
11591,0,0,1,12/28/2015,0,3,Active
11592,1,0,1,11/27/2015,0,2,In Porgress
11593,1,1,0,12/2/2015,1,2,In Porgress
11594,0,0,1,12/1/2015,1,2,In Porgress
11595,0,0,0,12/23/2015,0,3,Active
11596,0,0,1,11/13/2015,1,3,Active
11597,1,1,0,11/3/2015,1,2,In Porgress
11598,1,0,1,11/26/2015,0,3,Active
11599,0,1,0,12/16/2015,1,3,Active
11600,1,0,1,11/24/2015,0,2,In Porgress
11601,1,1,0,12/4/2015,0,3,Active
11602,0,0,1,11/6/2015,1,3,Active
11603,0,1,0,11/30/2015,1,3,Active
11604,1,1,0,11/2/2015,1,2,In Porgress
11605,0,1,0,12/23/2015,1,2,In Porgress
11606,0,1,1,10/4/2015,1,1,Not Started
11607,1,1,0,12/24/2015,1,1,Not Started
11608,1,0,0,10/12/2015,1,2,In Porgress
11609,1,0,1,11/2/2015,0,2,In Porgress
11610,1,0,0,11/24/2015,0,2,In Porgress
11611,1,0,0,12/30/2015,1,1,Not Started
11612,1,1,1,11/16/2015,1,3,Active
11613,1,1,1,12/31/2015,1,2,In Porgress
11614,0,0,0,11/10/2015,1,2,In Porgress
11615,0,0,0,12/12/2015,0,3,Active
11616,1,1,1,11/9/2015,0,3,Active
11617,0,0,0,12/21/2015,1,2,In Porgress
11618,0,0,1,11/11/2015,0,1,Not Started
11619,0,1,1,11/13/2015,0,3,Active
11620,1,0,1,11/8/2015,1,3,Active
11621,1,1,1,11/22/2015,1,2,In Porgress
11622,0,0,1,12/20/2015,0,2,In Porgress
11623,0,0,0,11/14/2015,0,2,In Porgress
11624,0,0,1,12/5/2015,1,2,In Porgress
11625,0,0,0,12/17/2015,0,3,Active
11626,1,1,1,12/12/2015,0,1,Not Started
11627,1,1,0,10/13/2015,1,1,Not Started
11628,0,1,1,10/16/2015,0,3,Active
11629,1,1,1,12/1/2015,0,2,In Porgress
11630,1,1,1,11/7/2015,0,1,Not Started
11631,0,1,0,12/12/2015,1,2,In Porgress
11632,1,0,1,10/13/2015,0,1,Not Started
11633,0,0,0,12/10/2015,1,1,Not Started
11634,1,1,1,10/11/2015,0,1,Not Started
11635,1,0,1,10/1/2015,0,1,Not Started
11636,0,0,0,11/4/2015,0,3,Active
11637,1,1,1,11/30/2015,0,3,Active
11638,0,0,1,11/24/2015,0,2,In Porgress
11639,1,0,1,11/2/2015,0,1,Not Started
11640,1,1,0,10/1/2015,0,1,Not Started
11641,1,1,0,11/16/2015,1,1,Not Started
11642,1,0,0,12/10/2015,0,2,In Porgress
11643,0,1,1,10/26/2015,1,2,In Porgress
11644,0,0,1,10/7/2015,1,3,Active
11645,1,1,1,10/22/2015,0,2,In Porgress
11646,1,0,0,10/24/2015,0,3,Active
11647,0,1,1,12/8/2015,0,1,Not Started
11648,0,1,0,12/23/2015,1,3,Active
11649,1,1,0,10/1/2015,0,2,In Porgress
11650,0,1,0,12/10/2015,0,1,Not Started
11651,0,0,1,10/21/2015,0,3,Active
11652,1,1,0,12/5/2015,0,1,Not Started
11653,1,0,0,10/12/2015,1,2,In Porgress
11654,1,1,0,12/25/2015,1,1,Not Started
11655,0,0,0,10/1/2015,0,3,Active
11656,1,1,1,10/21/2015,1,3,Active
11657,1,1,0,11/12/2015,0,1,Not Started
11658,0,1,1,10/10/2015,0,2,In Porgress
11659,0,0,0,11/26/2015,1,2,In Porgress
11660,1,1,0,10/2/2015,1,2,In Porgress
11661,1,0,0,10/14/2015,1,2,In Porgress
11662,0,1,0,12/15/2015,1,1,Not Started
11663,1,1,0,11/28/2015,1,1,Not Started
11664,1,0,0,11/11/2015,1,1,Not Started
11665,0,0,0,12/29/2015,1,3,Active
11666,0,0,0,12/5/2015,0,1,Not Started
11667,1,0,0,11/4/2015,1,1,Not Started
11668,1,0,1,12/11/2015,1,3,Active
11669,1,1,0,12/20/2015,1,2,In Porgress
11670,0,0,0,12/27/2015,0,2,In Porgress
11671,1,0,0,11/7/2015,1,2,In Porgress
11672,1,0,1,11/11/2015,1,3,Active
11673,1,0,1,11/12/2015,0,3,Active
11674,1,1,1,11/15/2015,0,3,Active
11675,1,0,1,10/15/2015,1,3,Active
11676,0,1,0,12/13/2015,1,1,Not Started
11677,0,0,0,10/31/2015,1,2,In Porgress
11678,0,1,0,12/2/2015,1,2,In Porgress
11679,0,1,0,12/13/2015,0,1,Not Started
11680,1,0,0,11/7/2015,0,3,Active
11681,0,1,1,11/13/2015,0,2,In Porgress
11682,0,0,1,12/1/2015,1,2,In Porgress
11683,0,1,0,11/15/2015,0,1,Not Started
11684,1,0,0,10/10/2015,1,3,Active
11685,1,1,0,12/15/2015,0,2,In Porgress
11686,1,0,0,12/5/2015,0,1,Not Started
11687,0,1,0,12/16/2015,0,3,Active
11688,0,0,0,11/29/2015,0,1,Not Started
11689,1,0,0,11/24/2015,0,3,Active
11690,1,0,1,12/18/2015,0,3,Active
11691,1,1,1,11/10/2015,0,2,In Porgress
11692,1,1,1,12/14/2015,1,1,Not Started
11693,0,1,0,12/12/2015,1,1,Not Started
11694,0,1,0,12/5/2015,1,2,In Porgress
11695,0,1,0,12/19/2015,0,3,Active
11696,0,0,0,10/7/2015,1,1,Not Started
11697,0,0,0,10/7/2015,1,2,In Porgress
11698,1,1,1,12/11/2015,1,1,Not Started
11699,1,0,1,12/7/2015,1,2,In Porgress
11700,1,0,0,11/26/2015,0,3,Active
11701,1,0,0,10/12/2015,1,3,Active
11702,1,1,1,12/31/2015,1,3,Active
11703,1,1,0,11/10/2015,1,3,Active
11704,1,1,0,11/25/2015,1,1,Not Started
11705,0,0,1,10/22/2015,0,2,In Porgress
11706,1,0,0,10/18/2015,1,2,In Porgress
11707,1,1,0,12/31/2015,1,3,Active
11708,1,0,1,12/8/2015,0,3,Active
11709,1,0,1,11/18/2015,1,3,Active
11710,1,1,0,11/9/2015,1,1,Not Started
11711,1,0,0,11/27/2015,0,3,Active
11712,0,1,1,12/11/2015,0,2,In Porgress
11713,0,1,1,11/21/2015,0,1,Not Started
11714,0,1,0,12/31/2015,0,1,Not Started
11715,0,0,0,11/21/2015,0,1,Not Started
11716,1,1,1,12/22/2015,0,3,Active
11717,0,1,1,12/20/2015,1,3,Active
11718,0,0,1,11/13/2015,1,1,Not Started
11719,0,1,1,11/17/2015,1,2,In Porgress
11720,0,0,0,11/5/2015,0,1,Not Started
11721,0,0,0,12/2/2015,1,2,In Porgress
11722,0,1,1,11/23/2015,1,3,Active
11723,0,1,0,10/1/2015,1,3,Active
11724,1,1,1,11/3/2015,0,1,Not Started
11725,1,0,0,12/14/2015,1,1,Not Started
11726,0,0,0,10/25/2015,0,1,Not Started
11727,0,1,1,11/5/2015,1,1,Not Started
11728,1,0,1,11/4/2015,1,2,In Porgress
11729,1,0,0,12/10/2015,0,1,Not Started
11730,1,0,1,11/15/2015,0,2,In Porgress
11731,1,0,1,12/12/2015,0,1,Not Started
11732,1,1,1,12/13/2015,0,3,Active
11733,0,0,1,10/6/2015,1,2,In Porgress
11734,0,0,0,11/22/2015,0,1,Not Started
11735,1,1,0,12/19/2015,0,3,Active
11736,0,0,1,10/17/2015,1,2,In Porgress
11737,1,0,1,10/17/2015,0,2,In Porgress
11738,1,1,1,11/15/2015,0,1,Not Started
11739,1,0,0,10/25/2015,1,3,Active
11740,1,0,1,11/27/2015,0,3,Active
11741,0,1,1,12/5/2015,1,2,In Porgress
11742,1,1,0,12/29/2015,1,1,Not Started
11743,0,0,1,11/21/2015,0,2,In Porgress
11744,1,0,0,12/15/2015,1,2,In Porgress
11745,1,0,1,10/31/2015,0,3,Active
11746,1,1,1,10/5/2015,0,3,Active
11747,0,0,1,12/4/2015,0,1,Not Started
11748,0,0,1,12/4/2015,1,2,In Porgress
11749,1,0,1,12/25/2015,1,1,Not Started
11750,0,1,1,10/26/2015,1,2,In Porgress
11751,0,0,1,10/28/2015,0,3,Active
11752,1,0,0,12/4/2015,0,2,In Porgress
11753,1,0,0,12/11/2015,1,1,Not Started
11754,1,1,1,10/12/2015,1,3,Active
11755,1,1,1,11/23/2015,1,1,Not Started
11756,0,0,0,11/22/2015,0,2,In Porgress
11757,0,1,1,10/25/2015,1,2,In Porgress
11758,1,0,0,12/27/2015,0,2,In Porgress
11759,0,0,1,11/29/2015,1,3,Active
11760,1,0,0,10/30/2015,1,2,In Porgress
11761,0,0,1,10/24/2015,0,1,Not Started
11762,1,0,1,12/24/2015,1,1,Not Started
11763,0,1,1,10/1/2015,1,1,Not Started
11764,0,0,1,10/18/2015,1,3,Active
11765,0,0,0,11/4/2015,1,3,Active
11766,0,1,0,12/23/2015,1,3,Active
11767,1,1,0,11/26/2015,1,3,Active
11768,1,1,1,11/5/2015,1,3,Active
11769,0,0,0,12/29/2015,1,3,Active
11770,0,1,0,10/26/2015,1,1,Not Started
11771,1,0,1,12/14/2015,1,3,Active
11772,1,0,0,10/14/2015,0,2,In Porgress
11773,0,1,1,10/1/2015,1,2,In Porgress
11774,0,0,0,10/2/2015,0,1,Not Started
11775,1,0,0,11/21/2015,1,2,In Porgress
11776,1,1,0,10/26/2015,1,2,In Porgress
11777,0,1,1,11/5/2015,1,3,Active
11778,1,1,0,12/27/2015,0,1,Not Started
11779,0,1,1,10/4/2015,0,2,In Porgress
11780,0,0,0,12/28/2015,1,2,In Porgress
11781,0,1,0,12/11/2015,0,2,In Porgress
11782,0,1,1,10/20/2015,1,3,Active
11783,1,1,0,11/3/2015,0,2,In Porgress
11784,0,0,1,10/21/2015,0,1,Not Started
11785,0,0,0,12/9/2015,1,3,Active
11786,1,0,1,11/25/2015,0,2,In Porgress
11787,1,1,1,11/8/2015,1,3,Active
11788,0,0,1,12/1/2015,1,2,In Porgress
11789,0,0,1,12/8/2015,0,1,Not Started
11790,1,0,0,12/28/2015,0,3,Active
11791,1,0,1,11/1/2015,1,1,Not Started
11792,1,1,1,11/7/2015,0,3,Active
11793,0,0,0,12/23/2015,0,1,Not Started
11794,0,1,0,12/16/2015,0,3,Active
11795,0,1,1,12/9/2015,1,3,Active
11796,0,1,0,12/23/2015,1,2,In Porgress
11797,1,0,0,11/3/2015,0,2,In Porgress
11798,0,0,1,10/9/2015,1,1,Not Started
11799,1,1,0,11/22/2015,0,2,In Porgress
11800,1,1,1,10/23/2015,1,3,Active
11801,1,0,1,11/23/2015,1,1,Not Started
11802,1,1,1,11/11/2015,1,2,In Porgress
11803,1,1,1,11/19/2015,1,1,Not Started
11804,0,1,0,11/6/2015,0,2,In Porgress
11805,1,0,0,10/10/2015,0,1,Not Started
11806,1,1,1,12/26/2015,0,3,Active
11807,1,1,0,10/7/2015,0,2,In Porgress
11808,1,0,0,12/1/2015,1,3,Active
11809,1,1,1,10/5/2015,0,1,Not Started
11810,0,1,0,10/17/2015,1,2,In Porgress
11811,1,1,0,12/26/2015,0,3,Active
11812,0,0,0,10/28/2015,1,3,Active
11813,1,0,1,11/5/2015,1,3,Active
11814,1,1,1,12/4/2015,1,2,In Porgress
11815,1,0,1,11/24/2015,0,2,In Porgress
11816,0,0,0,12/27/2015,0,1,Not Started
11817,1,1,1,10/14/2015,1,3,Active
11818,1,1,1,11/2/2015,1,1,Not Started
11819,1,0,0,10/23/2015,1,3,Active
11820,0,0,0,12/28/2015,1,2,In Porgress
11821,1,0,0,11/15/2015,0,3,Active
11822,1,0,0,11/29/2015,0,2,In Porgress
11823,0,1,1,12/10/2015,0,2,In Porgress
11824,1,1,1,11/21/2015,0,1,Not Started
11825,0,1,0,10/12/2015,0,1,Not Started
11826,0,1,1,12/13/2015,0,3,Active
11827,0,0,1,10/20/2015,0,3,Active
11828,1,0,1,11/30/2015,1,2,In Porgress
11829,1,0,1,12/27/2015,1,1,Not Started
11830,0,0,0,10/11/2015,1,1,Not Started
11831,0,0,0,11/19/2015,0,3,Active
11832,0,1,0,11/7/2015,0,3,Active
11833,1,1,0,10/24/2015,0,2,In Porgress
11834,0,1,1,10/12/2015,0,2,In Porgress
11835,1,0,1,12/1/2015,0,1,Not Started
11836,1,0,1,12/16/2015,1,1,Not Started
11837,0,0,0,11/13/2015,1,2,In Porgress
11838,0,0,1,10/15/2015,1,3,Active
11839,1,1,0,11/9/2015,0,1,Not Started
11840,0,1,1,11/25/2015,1,2,In Porgress
11841,1,0,0,10/17/2015,0,2,In Porgress
11842,0,1,1,11/8/2015,1,1,Not Started
11843,0,1,1,12/29/2015,1,3,Active
11844,0,0,1,11/22/2015,0,1,Not Started
11845,0,0,0,10/24/2015,1,1,Not Started
11846,0,0,0,11/4/2015,1,1,Not Started
11847,0,1,1,11/25/2015,0,2,In Porgress
11848,0,1,0,12/31/2015,1,2,In Porgress
11849,1,1,0,10/5/2015,0,1,Not Started
11850,0,1,1,12/6/2015,1,2,In Porgress
11851,0,0,1,12/14/2015,1,3,Active
11852,1,1,1,11/24/2015,1,1,Not Started
11853,0,0,0,11/27/2015,1,2,In Porgress
11854,0,1,0,11/26/2015,1,2,In Porgress
11855,1,1,0,12/27/2015,1,2,In Porgress
11856,1,0,0,12/18/2015,1,3,Active
11857,1,0,0,12/11/2015,1,3,Active
11858,0,0,0,12/29/2015,1,1,Not Started
11859,0,1,0,12/23/2015,1,2,In Porgress
11860,0,0,1,12/16/2015,0,1,Not Started
11861,0,0,1,12/7/2015,1,3,Active
11862,1,1,0,12/25/2015,1,2,In Porgress
11863,0,0,0,12/14/2015,1,3,Active
11864,1,0,1,10/1/2015,1,2,In Porgress
11865,1,1,0,10/23/2015,0,2,In Porgress
11866,0,1,0,10/8/2015,0,2,In Porgress
11867,1,0,1,10/3/2015,0,2,In Porgress
11868,0,1,1,11/10/2015,1,3,Active
11869,1,0,0,10/6/2015,1,3,Active
11870,0,1,1,10/29/2015,0,1,Not Started
11871,1,0,1,12/9/2015,1,1,Not Started
11872,1,1,1,12/9/2015,0,1,Not Started
11873,0,0,1,10/14/2015,0,3,Active
11874,0,0,1,12/25/2015,0,3,Active
11875,1,0,0,10/15/2015,0,2,In Porgress
11876,1,1,1,11/5/2015,1,1,Not Started
11877,0,0,1,12/7/2015,0,1,Not Started
11878,1,0,1,12/23/2015,0,3,Active
11879,0,0,0,12/12/2015,0,1,Not Started
11880,1,1,0,12/20/2015,0,1,Not Started
11881,0,0,1,12/8/2015,1,3,Active
11882,1,0,0,11/9/2015,0,3,Active
11883,1,0,1,11/8/2015,1,3,Active
11884,1,1,1,12/26/2015,1,2,In Porgress
11885,1,1,0,11/12/2015,0,2,In Porgress
11886,0,1,0,10/29/2015,1,1,Not Started
11887,1,0,1,11/16/2015,1,1,Not Started
11888,0,0,0,12/19/2015,1,2,In Porgress
11889,0,1,0,10/12/2015,1,1,Not Started
11890,0,0,1,12/3/2015,1,3,Active
11891,0,0,0,11/11/2015,0,2,In Porgress
11892,0,0,1,10/15/2015,1,1,Not Started
11893,1,1,1,11/3/2015,0,3,Active
11894,1,1,0,10/4/2015,0,1,Not Started
11895,1,1,0,10/8/2015,0,3,Active
11896,1,1,1,11/1/2015,0,2,In Porgress
11897,0,1,1,10/4/2015,0,1,Not Started
11898,0,1,0,12/14/2015,1,3,Active
11899,0,0,0,11/27/2015,1,2,In Porgress
11900,0,1,0,12/26/2015,1,2,In Porgress
11901,1,0,1,12/11/2015,1,1,Not Started
11902,1,1,1,10/24/2015,1,2,In Porgress
11903,1,1,1,10/1/2015,1,1,Not Started
11904,0,1,1,12/30/2015,0,1,Not Started
11905,1,0,0,10/23/2015,1,2,In Porgress
11906,1,1,1,11/27/2015,1,1,Not Started
11907,0,0,1,12/18/2015,1,3,Active
11908,0,1,1,10/21/2015,0,2,In Porgress
11909,1,1,1,11/12/2015,0,2,In Porgress
11910,1,0,0,11/3/2015,1,3,Active
11911,0,1,0,10/24/2015,0,3,Active
11912,0,1,1,12/9/2015,1,3,Active
11913,0,1,1,12/3/2015,0,3,Active
11914,1,0,1,11/22/2015,1,3,Active
11915,0,0,1,12/31/2015,1,3,Active
11916,1,1,1,11/20/2015,0,1,Not Started
11917,0,1,1,12/28/2015,0,2,In Porgress
11918,1,1,1,12/9/2015,0,3,Active
11919,1,0,0,12/17/2015,0,3,Active
11920,1,1,1,12/14/2015,0,3,Active
11921,1,0,0,12/27/2015,1,2,In Porgress
11922,0,1,1,11/5/2015,0,1,Not Started
11923,1,0,0,10/27/2015,0,1,Not Started
11924,0,0,0,12/18/2015,0,3,Active
11925,1,1,0,12/18/2015,1,2,In Porgress
11926,1,1,0,12/15/2015,1,3,Active
11927,1,1,0,10/5/2015,1,2,In Porgress
11928,0,1,1,10/10/2015,0,2,In Porgress
11929,1,0,0,12/15/2015,1,2,In Porgress
11930,0,1,1,12/10/2015,1,1,Not Started
11931,1,1,1,12/4/2015,1,2,In Porgress
11932,1,1,1,11/29/2015,0,2,In Porgress
11933,1,0,0,11/4/2015,1,3,Active
11934,0,1,0,10/20/2015,0,1,Not Started
11935,1,0,0,12/20/2015,0,1,Not Started
11936,0,1,1,10/1/2015,0,1,Not Started
11937,0,0,1,10/12/2015,0,1,Not Started
11938,1,1,0,11/18/2015,0,2,In Porgress
11939,0,0,1,12/30/2015,1,2,In Porgress
11940,1,1,1,10/8/2015,0,1,Not Started
11941,1,1,0,12/25/2015,0,3,Active
11942,1,0,1,12/12/2015,1,2,In Porgress
11943,1,1,0,12/26/2015,1,2,In Porgress
11944,1,1,1,10/23/2015,1,3,Active
11945,0,0,1,10/18/2015,1,2,In Porgress
11946,1,0,0,10/27/2015,0,3,Active
11947,1,0,1,12/19/2015,1,3,Active
11948,0,0,1,11/3/2015,0,1,Not Started
11949,1,1,1,11/8/2015,1,2,In Porgress
11950,0,1,1,11/10/2015,1,1,Not Started
11951,0,0,0,11/21/2015,0,2,In Porgress
11952,0,0,0,11/4/2015,1,1,Not Started
11953,1,1,1,10/31/2015,1,3,Active
11954,0,1,1,10/2/2015,1,1,Not Started
11955,0,0,0,12/26/2015,1,3,Active
11956,0,1,1,10/28/2015,0,2,In Porgress
11957,0,0,0,10/16/2015,1,2,In Porgress
11958,1,1,1,10/31/2015,1,2,In Porgress
11959,0,1,1,12/2/2015,1,2,In Porgress
11960,1,1,0,12/26/2015,1,3,Active
11961,0,1,1,12/17/2015,0,1,Not Started
11962,1,0,0,11/22/2015,1,2,In Porgress
11963,1,0,1,12/15/2015,0,3,Active
11964,1,0,1,12/7/2015,1,1,Not Started
11965,1,0,1,11/4/2015,1,2,In Porgress
11966,1,1,1,10/4/2015,1,1,Not Started
11967,1,1,0,12/17/2015,0,2,In Porgress
11968,0,0,1,11/15/2015,1,2,In Porgress
11969,1,1,1,10/12/2015,0,2,In Porgress
11970,1,0,1,12/28/2015,0,1,Not Started
11971,0,0,0,10/8/2015,1,2,In Porgress
11972,0,0,1,11/18/2015,0,3,Active
11973,1,0,0,10/21/2015,1,3,Active
11974,0,1,1,11/23/2015,0,1,Not Started
11975,1,1,0,12/14/2015,0,1,Not Started
11976,0,1,1,11/30/2015,0,2,In Porgress
11977,1,1,0,11/6/2015,1,1,Not Started
11978,1,0,1,10/15/2015,0,1,Not Started
11979,0,1,0,10/9/2015,0,1,Not Started
11980,1,0,1,11/26/2015,0,2,In Porgress
11981,1,1,1,10/17/2015,0,3,Active
11982,0,0,1,12/21/2015,1,1,Not Started
11983,1,1,0,12/6/2015,1,1,Not Started
11984,1,0,0,10/6/2015,1,1,Not Started
11985,1,0,0,12/22/2015,1,2,In Porgress
11986,0,0,0,12/9/2015,1,3,Active
11987,1,1,0,10/1/2015,0,3,Active
11988,1,1,0,11/22/2015,0,3,Active
11989,0,1,1,11/12/2015,1,2,In Porgress
11990,1,1,1,10/7/2015,0,3,Active
11991,1,0,1,12/17/2015,1,1,Not Started
11992,1,1,1,11/8/2015,1,3,Active
11993,1,1,1,11/28/2015,0,2,In Porgress
11994,0,1,1,11/5/2015,1,1,Not Started
11995,0,0,0,12/31/2015,0,2,In Porgress
11996,1,1,1,10/16/2015,1,1,Not Started
11997,1,0,0,10/31/2015,0,2,In Porgress
11998,1,0,0,11/15/2015,0,2,In Porgress
11999,1,1,0,12/25/2015,0,3,Active
12000,1,1,0,12/18/2015,0,1,Not Started
12001,0,1,0,10/26/2015,0,1,Not Started
12002,0,0,0,10/18/2015,0,3,Active
12003,1,1,1,12/15/2015,0,3,Active
12004,1,1,0,10/23/2015,0,3,Active
12005,0,1,0,10/15/2015,1,1,Not Started
12006,0,1,0,11/17/2015,0,2,In Porgress
12007,1,0,0,12/12/2015,1,1,Not Started
12008,1,0,1,12/3/2015,1,1,Not Started
12009,1,1,0,10/2/2015,1,3,Active
12010,0,0,1,11/3/2015,1,3,Active
12011,0,0,1,12/30/2015,1,3,Active
12012,0,0,1,10/1/2015,1,3,Active
12013,1,1,0,11/10/2015,1,2,In Porgress
12014,0,1,0,11/16/2015,0,3,Active
12015,0,0,1,10/21/2015,1,1,Not Started
12016,1,0,0,11/22/2015,0,2,In Porgress
12017,0,1,0,11/20/2015,1,3,Active
12018,0,1,0,11/8/2015,0,3,Active
12019,1,1,0,11/4/2015,1,2,In Porgress
12020,1,1,0,10/23/2015,0,3,Active
12021,1,1,1,10/6/2015,0,3,Active
12022,1,0,0,12/25/2015,1,2,In Porgress
12023,0,1,0,10/9/2015,0,1,Not Started
12024,1,1,1,12/6/2015,1,2,In Porgress
12025,0,0,0,10/29/2015,1,2,In Porgress
12026,1,1,1,12/23/2015,0,1,Not Started
12027,1,0,0,10/14/2015,0,1,Not Started
12028,1,1,0,11/16/2015,0,2,In Porgress
12029,0,0,0,12/24/2015,0,3,Active
12030,0,1,1,10/31/2015,0,3,Active
